Seed,Clubs,Hearts,Spades,Diamonds,Ace,Two,Three,Four,Five,Six,Seven,Eight,Nine,Ten,Jack,Queen,King,SuitEuclid,SuitEucIgnZero,SuitMedian,SuitMedIgnZero,SuitRange,SuitRngIgnZero,SuitStdDev,SuitSDIgnZero,SuitsPres
8537,7,3,2,4,2,2,1,0,2,1,1,2,0,0,1,1,3,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
8538,7,4,4,1,2,0,1,2,0,2,1,2,1,2,0,2,1,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
8539,5,8,3,0,2,0,3,2,1,0,1,2,1,0,1,2,1,5.830951894845301,3.559026084010437,4.0,5.0,8,5,2.9154759474226504,2.0548046676563256,3
8540,6,4,2,4,2,1,2,2,1,1,2,2,1,1,0,0,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8541,2,5,4,5,2,3,0,1,2,1,1,1,1,2,1,0,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8542,3,5,0,8,0,2,2,3,2,2,1,1,0,1,1,1,0,5.830951894845301,3.559026084010437,4.0,5.0,8,5,2.9154759474226504,2.0548046676563256,3
8543,4,5,4,3,1,2,3,1,2,1,1,2,1,0,2,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8544,4,3,3,6,2,2,2,2,1,1,2,1,1,1,1,0,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8545,2,3,5,6,0,1,1,1,3,1,1,2,1,1,1,1,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8546,3,5,5,3,2,2,1,0,1,1,1,2,2,0,2,2,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8547,4,3,5,4,3,0,1,0,1,0,2,1,2,1,2,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8548,6,6,2,2,1,2,1,2,0,1,0,1,1,2,1,3,1,4.0,4.0,4.0,4.0,4,4,2.0,2.0,4
8549,2,4,6,4,2,1,0,1,0,1,0,1,2,1,3,2,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8550,1,7,6,2,3,1,1,2,1,0,2,2,1,2,0,0,1,5.0990195135927845,5.0990195135927845,4.0,4.0,6,6,2.5495097567963922,2.5495097567963922,4
8551,4,6,3,3,2,2,1,1,2,0,0,1,1,3,2,1,0,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8552,5,4,2,5,0,1,1,1,2,1,0,3,1,1,2,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8553,6,2,4,4,2,1,0,2,1,0,1,0,1,1,3,2,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8554,6,3,0,7,2,1,3,1,1,0,2,1,0,1,0,2,2,5.477225575051661,2.943920288775949,4.5,6.0,7,4,2.7386127875258306,1.699673171197595,3
8555,3,4,4,5,1,2,0,2,2,1,2,2,1,1,0,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8556,3,3,6,4,4,1,1,1,2,2,0,1,1,0,1,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8557,4,2,4,6,2,1,1,1,1,1,3,2,1,0,0,3,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8558,6,2,3,5,0,4,1,1,1,0,2,2,1,1,0,1,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8559,3,3,5,5,2,2,0,2,0,0,1,1,1,0,2,4,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8560,7,4,4,1,2,1,1,2,1,0,3,2,1,0,1,1,1,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
8561,4,4,3,5,0,2,1,2,1,1,2,0,0,2,1,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8562,5,7,3,1,3,1,1,0,2,3,0,1,1,0,3,0,1,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
8563,2,7,4,3,1,0,2,2,1,1,3,1,0,0,2,1,2,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
8564,4,4,4,4,1,2,4,1,1,1,1,2,1,1,0,0,1,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
8565,4,3,2,7,2,2,1,2,2,1,0,1,2,0,1,1,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
8566,3,5,5,3,2,1,1,1,2,1,1,2,1,0,3,1,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8567,3,4,6,3,0,0,1,3,3,1,2,0,1,1,0,1,3,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8568,4,4,4,4,1,2,0,2,3,1,1,1,0,2,1,2,0,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
8569,5,3,4,4,0,0,1,2,4,2,2,0,0,1,2,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8570,4,3,6,3,0,1,1,0,0,2,1,0,1,3,3,2,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8571,3,5,6,2,1,2,0,1,0,3,2,0,1,2,2,0,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8572,0,6,5,5,3,1,2,0,3,1,0,2,1,0,2,1,0,4.69041575982343,0.816496580927726,5.0,5.0,6,1,2.345207879911715,0.4714045207910317,3
8573,6,3,4,3,1,2,1,1,0,0,2,1,1,1,3,0,3,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8574,4,4,3,5,1,2,1,2,0,0,2,1,2,0,0,3,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8575,5,5,2,4,1,1,1,2,1,0,2,0,2,1,1,1,3,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8576,5,3,2,6,2,1,0,0,2,0,2,2,1,2,1,1,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8577,3,5,5,3,2,2,1,0,3,1,3,1,1,1,1,0,0,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8578,3,7,5,1,2,3,1,2,1,1,0,2,1,1,1,1,0,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
8579,4,6,3,3,1,0,2,1,1,2,1,2,1,1,2,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8580,6,2,4,4,1,2,2,1,0,0,3,3,1,0,1,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8581,4,5,4,3,0,1,0,1,2,0,0,1,1,4,2,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8582,2,5,5,4,0,1,1,2,2,1,2,1,1,3,0,0,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8583,6,4,3,3,1,2,1,0,1,1,1,1,1,3,3,0,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8584,1,4,5,6,0,1,2,0,1,0,1,2,2,3,2,1,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8585,5,4,3,4,3,1,1,0,0,1,0,2,1,1,2,3,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8586,4,3,5,4,1,2,2,1,1,2,0,2,2,0,1,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8587,6,4,3,3,3,0,0,1,2,2,1,0,2,2,2,0,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8588,5,1,5,5,2,1,0,0,2,2,1,3,1,3,0,1,0,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
8589,2,5,5,4,2,2,2,2,1,0,2,1,1,0,2,1,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8590,4,2,4,6,2,1,1,0,1,2,2,0,1,1,1,2,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8591,5,2,4,5,2,3,0,1,1,1,1,2,1,2,0,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8592,5,6,2,3,1,2,3,0,3,2,0,2,1,1,0,1,0,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8593,2,3,5,6,0,0,2,2,2,1,0,0,1,1,3,2,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8594,4,3,8,1,1,1,2,2,1,1,0,1,2,0,1,2,2,5.0990195135927845,5.0990195135927845,3.5,3.5,7,7,2.5495097567963922,2.5495097567963922,4
8595,3,6,1,6,2,0,1,1,1,0,2,2,1,2,1,2,1,4.242640687119285,4.242640687119285,4.5,4.5,5,5,2.1213203435596424,2.1213203435596424,4
8596,7,3,3,3,1,1,2,2,1,2,1,2,0,1,1,1,1,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
8597,3,8,3,2,1,2,0,1,1,1,2,0,4,1,2,0,1,4.69041575982343,4.69041575982343,3.0,3.0,6,6,2.345207879911715,2.345207879911715,4
8598,5,2,6,3,2,0,1,3,0,0,1,2,3,2,0,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8599,5,4,5,2,2,0,1,3,2,1,0,1,2,1,2,1,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8600,5,5,1,5,1,0,1,1,1,2,1,1,3,1,2,1,1,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
8601,7,4,1,4,0,2,1,0,3,0,2,3,0,1,0,2,2,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
8602,6,3,3,4,1,2,1,0,2,3,1,0,3,1,0,0,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8603,4,2,4,6,4,1,1,0,1,1,0,2,2,1,1,1,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8604,3,4,4,5,3,3,2,0,2,1,0,2,0,2,0,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8605,5,3,7,1,1,2,1,1,0,1,2,1,1,2,1,3,0,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
8606,3,4,5,4,2,1,1,0,1,2,1,1,1,0,2,1,3,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8607,3,3,5,5,0,2,1,2,1,2,2,1,0,1,1,0,3,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8608,4,4,5,3,2,1,1,0,1,1,2,2,2,1,0,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8609,3,4,6,3,0,0,0,1,1,1,0,2,3,1,2,3,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8610,4,6,3,3,1,2,0,1,0,2,1,2,1,0,2,2,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8611,4,7,2,3,0,1,2,1,1,4,2,2,0,1,1,0,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
8612,6,5,1,4,0,0,1,1,1,2,0,2,2,1,1,3,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8613,4,5,4,3,1,1,1,0,2,1,1,2,3,0,2,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8614,4,3,5,4,1,2,1,0,0,1,1,2,2,2,2,0,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8615,5,2,4,5,0,0,0,1,3,1,1,1,3,3,1,1,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8616,3,5,4,4,2,2,0,0,1,0,2,1,0,2,4,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8617,3,5,4,4,2,0,1,1,1,1,4,0,1,2,1,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8618,3,3,3,7,2,2,0,2,1,1,0,0,2,2,1,1,2,3.4641016151377544,3.4641016151377544,3.0,3.0,4,4,1.7320508075688772,1.7320508075688772,4
8619,4,3,3,6,2,0,2,2,0,2,1,3,0,0,1,1,2,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8620,6,4,5,1,2,1,1,1,0,1,3,1,2,1,0,2,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8621,2,5,4,5,2,2,2,2,1,1,0,0,2,1,3,0,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8622,5,5,1,5,1,2,3,1,3,1,2,1,1,0,0,0,1,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
8623,5,3,4,4,1,2,2,1,2,3,1,0,0,1,1,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8624,3,5,2,6,0,1,1,0,3,0,1,2,0,1,1,2,4,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8625,5,3,6,2,0,1,3,1,1,1,2,3,1,0,1,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8626,6,4,3,3,1,1,2,2,1,2,1,3,0,0,1,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8627,4,4,3,5,0,2,2,1,1,1,1,0,1,2,2,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8628,5,5,5,1,1,2,2,1,1,0,2,1,2,2,1,1,0,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
8629,1,5,4,6,1,2,1,2,1,1,0,0,2,1,1,2,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8630,4,3,4,5,3,0,0,1,3,1,2,0,1,2,0,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8631,4,6,4,2,1,2,3,1,2,1,1,0,0,1,1,2,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8632,2,3,6,5,1,2,2,1,1,2,1,1,0,1,1,1,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8633,4,4,4,4,3,1,1,0,1,1,1,0,2,0,1,2,3,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
8634,1,5,4,6,2,1,2,1,2,1,2,1,0,1,1,1,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8635,5,5,3,3,1,1,1,1,1,4,1,0,1,1,1,1,2,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8636,6,2,3,5,2,1,1,2,2,2,1,1,0,0,2,0,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8637,6,5,4,1,1,3,1,1,2,2,1,0,1,1,2,0,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8638,2,5,4,5,3,0,1,0,1,2,1,2,1,3,1,1,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8639,4,5,3,4,1,0,1,3,1,1,2,2,1,1,2,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8640,4,6,3,3,2,1,1,2,2,1,2,1,3,0,0,0,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8641,5,3,6,2,0,2,0,2,0,2,0,2,1,1,2,3,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8642,2,6,4,4,2,1,1,3,1,1,0,1,0,2,1,2,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8643,3,4,3,6,1,1,2,1,1,0,2,2,2,0,2,1,1,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8644,5,4,5,2,2,0,1,1,0,1,2,3,3,0,0,1,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8645,4,4,5,3,1,2,0,2,3,0,0,1,2,0,1,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8646,4,4,2,6,2,1,2,3,1,0,0,2,1,2,0,2,0,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8647,5,4,4,3,2,1,0,1,3,2,3,1,2,0,1,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8648,2,2,7,5,2,0,1,2,0,1,0,0,2,2,1,2,3,4.242640687119285,4.242640687119285,3.5,3.5,5,5,2.1213203435596424,2.1213203435596424,4
8649,2,6,2,6,0,1,1,1,2,4,0,1,1,1,1,1,2,4.0,4.0,4.0,4.0,4,4,2.0,2.0,4
8650,4,3,4,5,2,1,0,0,1,3,2,0,1,0,2,2,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8651,5,3,3,5,2,2,1,1,2,0,2,1,0,1,2,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8652,3,3,5,5,2,3,1,2,1,0,1,1,1,0,2,1,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8653,4,4,3,5,2,1,0,1,1,2,2,2,1,0,3,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8654,5,3,2,6,3,2,1,2,1,2,0,3,2,0,0,0,0,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8655,5,4,4,3,2,0,2,3,1,1,1,0,2,2,1,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8656,1,4,4,7,3,1,1,3,1,0,2,1,0,1,1,2,0,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
8657,4,4,4,4,1,2,2,1,1,3,0,3,0,1,0,1,1,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
8658,4,1,4,7,1,2,2,0,1,0,2,1,1,2,1,2,1,4.242640687119285,4.242640687119285,4.0,4.0,6,6,2.1213203435596424,2.1213203435596424,4
8659,5,4,4,3,3,2,1,1,1,2,2,0,1,0,1,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8660,5,5,3,3,1,3,2,3,1,0,0,2,1,1,1,0,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8661,2,5,4,5,2,1,2,3,3,0,1,2,1,0,0,0,1,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8662,5,3,3,5,2,0,1,1,1,0,1,3,0,2,0,3,2,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8663,5,4,3,4,2,1,0,2,1,1,1,1,1,0,3,1,2,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8664,7,1,3,5,1,0,1,2,2,2,0,0,0,2,2,2,2,4.47213595499958,4.47213595499958,4.0,4.0,6,6,2.23606797749979,2.23606797749979,4
8665,4,6,2,4,2,1,0,2,0,1,1,2,2,1,1,2,1,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8666,2,5,6,3,0,2,1,1,1,0,0,1,1,2,1,3,3,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8667,4,4,4,4,1,2,0,2,2,1,0,1,1,0,1,2,3,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
8668,6,2,5,3,2,1,1,1,1,2,1,2,2,1,0,1,1,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8669,4,5,4,3,1,1,1,3,2,2,2,0,0,3,1,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8670,4,5,6,1,1,1,1,1,2,1,0,2,1,2,1,2,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8671,4,4,4,4,2,1,2,1,1,1,0,2,3,1,0,1,1,0.0,0.0,4.0,4.0,0,0,0.0,0.0,4
8672,3,4,4,5,2,1,1,1,1,1,1,2,2,0,1,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8673,5,1,5,5,2,1,1,1,2,2,1,0,1,0,2,3,0,3.4641016151377544,3.4641016151377544,5.0,5.0,4,4,1.7320508075688772,1.7320508075688772,4
8674,5,5,4,2,2,1,2,1,0,2,3,1,1,1,1,1,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8675,4,3,4,5,1,1,1,1,1,2,2,1,2,0,2,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8676,4,5,4,3,1,1,1,0,2,2,2,3,1,2,0,0,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8677,1,4,5,6,2,1,1,0,0,2,2,1,2,1,1,2,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8678,4,2,5,5,3,0,3,0,0,1,3,1,1,1,1,2,0,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8679,3,4,2,7,1,2,1,2,0,2,2,1,1,0,2,1,1,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
8680,3,4,5,4,1,0,1,1,1,2,0,3,1,1,2,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8681,4,5,3,4,2,2,2,1,2,1,0,0,1,1,2,1,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8682,2,6,4,4,0,2,0,1,1,1,3,3,0,2,0,1,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8683,7,4,3,2,2,1,0,2,1,0,1,0,1,2,3,0,3,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
8684,4,5,5,2,2,1,1,0,1,1,3,1,0,1,2,0,3,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8685,6,5,1,4,0,3,2,1,1,1,0,0,1,1,2,2,2,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8686,5,3,6,2,2,1,2,1,0,0,2,1,1,2,1,1,2,3.1622776601683795,3.1622776601683795,4.0,4.0,4,4,1.5811388300841898,1.5811388300841898,4
8687,2,4,6,4,3,0,1,1,0,2,0,1,1,0,2,3,2,2.8284271247461903,2.8284271247461903,4.0,4.0,4,4,1.4142135623730951,1.4142135623730951,4
8688,4,4,3,5,2,3,2,1,2,1,1,0,1,0,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8689,5,3,4,4,1,3,1,1,3,1,0,0,2,1,2,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8690,5,4,1,6,0,3,0,0,1,2,1,1,1,2,2,2,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8691,1,5,4,6,2,3,1,1,1,1,1,0,1,1,2,1,1,3.7416573867739413,3.7416573867739413,4.5,4.5,5,5,1.8708286933869707,1.8708286933869707,4
8692,4,4,5,3,2,1,1,1,1,1,1,3,1,1,0,2,1,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8693,4,5,4,3,0,1,1,0,2,3,0,2,1,3,3,0,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8694,8,0,3,5,0,0,2,0,1,2,2,1,1,3,1,1,2,5.830951894845301,3.559026084010437,4.0,5.0,8,5,2.9154759474226504,2.0548046676563256,3
8695,4,2,5,5,0,0,1,1,1,2,0,0,3,3,1,2,2,2.449489742783178,2.449489742783178,4.5,4.5,3,3,1.224744871391589,1.224744871391589,4
8696,3,5,5,3,2,2,1,2,0,0,2,0,1,2,1,2,1,2.0,2.0,4.0,4.0,2,2,1.0,1.0,4
8697,4,3,5,4,1,1,1,1,0,1,1,3,2,2,1,2,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
8698,3,4,6,3,2,1,1,2,1,1,1,0,1,1,0,2,3,2.449489742783178,2.449489742783178,3.5,3.5,3,3,1.224744871391589,1.224744871391589,4
8699,6,6,0,4,2,2,0,1,2,1,1,0,2,1,3,0,1,4.898979485566356,1.632993161855452,5.0,6.0,6,2,2.449489742783178,0.9428090415820634,3
8700,3,2,4,7,1,2,2,0,1,2,1,1,1,2,1,2,0,3.7416573867739413,3.7416573867739413,3.5,3.5,5,5,1.8708286933869707,1.8708286933869707,4
8701,5,3,4,4,1,1,2,1,1,1,2,1,2,2,1,1,0,1.4142135623730951,1.4142135623730951,4.0,4.0,2,2,0.7071067811865476,0.7071067811865476,4
